country,date,measure,value
Scotland,2020-06,T01:148 (Aged 50-64 - All : All People ),1121900
Scotland,2020-06,T01:166 (Aged 50-64 - Inactive : All People ),310400
Northern Ireland,2020-06,T01:22 (Aged 16-64 - All : All People ),1167300
Northern Ireland,2020-06,T01:40 (Aged 16-64 - Inactive : All People ),303400
Northern Ireland,2020-06,T01:43 (Aged 16-19 - All : All People ),87300
Northern Ireland,2020-06,T01:61 (Aged 16-19 - Inactive : All People ),55700
Northern Ireland,2020-06,T01:64 (Aged 20-24 - All : All People ),112300
Northern Ireland,2020-06,T01:82 (Aged 20-24 - Inactive : All People ),29300
Northern Ireland,2020-06,T01:85 (Aged 25-34 - All : All People ),243600
Northern Ireland,2020-06,T01:103 (Aged 25-34 - Inactive : All People ),35700
Northern Ireland,2020-06,T01:106 (Aged 35-49 - All : All People ),361600
Northern Ireland,2020-06,T01:124 (Aged 35-49 - Inactive : All People ),57600
Northern Ireland,2020-06,T01:127 (Aged 50+ - All : All People ),667100
Northern Ireland,2020-06,T01:145 (Aged 50+ - Inactive : All People ),398300
Northern Ireland,2020-06,T01:148 (Aged 50-64 - All : All People ),362500
Northern Ireland,2020-06,T01:166 (Aged 50-64 - Inactive : All People ),125100
United Kingdom,2020-09,T01:22 (Aged 16-64 - All : All People ),41370500
United Kingdom,2020-09,T01:40 (Aged 16-64 - Inactive : All People ),8770400
United Kingdom,2020-09,T01:43 (Aged 16-19 - All : All People ),2840800
United Kingdom,2020-09,T01:61 (Aged 16-19 - Inactive : All People ),1651200
United Kingdom,2020-09,T01:64 (Aged 20-24 - All : All People ),4028400
United Kingdom,2020-09,T01:82 (Aged 20-24 - Inactive : All People ),1056600
United Kingdom,2020-09,T01:85 (Aged 25-34 - All : All People ),8945700
United Kingdom,2020-09,T01:103 (Aged 25-34 - Inactive : All People ),1109900
United Kingdom,2020-09,T01:106 (Aged 35-49 - All : All People ),12711400
United Kingdom,2020-09,T01:124 (Aged 35-49 - Inactive : All People ),1604500
United Kingdom,2020-09,T01:127 (Aged 50+ - All : All People ),24940200
United Kingdom,2020-09,T01:145 (Aged 50+ - Inactive : All People ),14129900
United Kingdom,2020-09,T01:148 (Aged 50-64 - All : All People ),12844200
United Kingdom,2020-09,T01:166 (Aged 50-64 - Inactive : All People ),3348300
England,2020-09,T01:22 (Aged 16-64 - All : All People ),34855900
England,2020-09,T01:40 (Aged 16-64 - Inactive : All People ),7199800
England,2020-09,T01:43 (Aged 16-19 - All : All People ),2398900
England,2020-09,T01:61 (Aged 16-19 - Inactive : All People ),1383700
England,2020-09,T01:64 (Aged 20-24 - All : All People ),3375000
England,2020-09,T01:82 (Aged 20-24 - Inactive : All People ),867200
England,2020-09,T01:85 (Aged 25-34 - All : All People ),7558100
England,2020-09,T01:103 (Aged 25-34 - Inactive : All People ),907700
England,2020-09,T01:106 (Aged 35-49 - All : All People ),10793300
England,2020-09,T01:124 (Aged 35-49 - Inactive : All People ),1325700
England,2020-09,T01:127 (Aged 50+ - All : All People ),20837100
England,2020-09,T01:145 (Aged 50+ - Inactive : All People ),11696600
England,2020-09,T01:148 (Aged 50-64 - All : All People ),10730600
England,2020-09,T01:166 (Aged 50-64 - Inactive : All People ),2715500
Wales,2020-09,T01:22 (Aged 16-64 - All : All People ),1909100
Wales,2020-09,T01:40 (Aged 16-64 - Inactive : All People ),456800
Wales,2020-09,T01:43 (Aged 16-19 - All : All People ),134800
Wales,2020-09,T01:61 (Aged 16-19 - Inactive : All People ),76900
Wales,2020-09,T01:64 (Aged 20-24 - All : All People ),202600
Wales,2020-09,T01:82 (Aged 20-24 - Inactive : All People ),65200
Wales,2020-09,T01:85 (Aged 25-34 - All : All People ),399100
Wales,2020-09,T01:103 (Aged 25-34 - Inactive : All People ),57800
Wales,2020-09,T01:106 (Aged 35-49 - All : All People ),545600
Wales,2020-09,T01:124 (Aged 35-49 - Inactive : All People ),74300
Wales,2020-09,T01:127 (Aged 50+ - All : All People ),1273300
Wales,2020-09,T01:145 (Aged 50+ - Inactive : All People ),764300
Wales,2020-09,T01:148 (Aged 50-64 - All : All People ),627000
Wales,2020-09,T01:166 (Aged 50-64 - Inactive : All People ),182700
Scotland,2020-09,T01:22 (Aged 16-64 - All : All People ),3438800
Scotland,2020-09,T01:40 (Aged 16-64 - Inactive : All People ),801500
Scotland,2020-09,T01:43 (Aged 16-19 - All : All People ),220000
Scotland,2020-09,T01:61 (Aged 16-19 - Inactive : All People ),135100
Scotland,2020-09,T01:64 (Aged 20-24 - All : All People ),339000
Scotland,2020-09,T01:82 (Aged 20-24 - Inactive : All People ),93700
Scotland,2020-09,T01:85 (Aged 25-34 - All : All People ),745500
Scotland,2020-09,T01:103 (Aged 25-34 - Inactive : All People ),108200
Scotland,2020-09,T01:106 (Aged 35-49 - All : All People ),1011300
Scotland,2020-09,T01:124 (Aged 35-49 - Inactive : All People ),145700
Scotland,2020-09,T01:127 (Aged 50+ - All : All People ),2160300
Scotland,2020-09,T01:145 (Aged 50+ - Inactive : All People ),1262700
Scotland,2020-09,T01:148 (Aged 50-64 - All : All People ),1123100
Scotland,2020-09,T01:166 (Aged 50-64 - Inactive : All People ),318800
Northern Ireland,2020-09,T01:22 (Aged 16-64 - All : All People ),1166800
Northern Ireland,2020-09,T01:40 (Aged 16-64 - Inactive : All People ),312200
Northern Ireland,2020-09,T01:43 (Aged 16-19 - All : All People ),87100
Northern Ireland,2020-09,T01:61 (Aged 16-19 - Inactive : All People ),55500
Northern Ireland,2020-09,T01:64 (Aged 20-24 - All : All People ),111900
Northern Ireland,2020-09,T01:82 (Aged 20-24 - Inactive : All People ),30500
Northern Ireland,2020-09,T01:85 (Aged 25-34 - All : All People ),243100
Northern Ireland,2020-09,T01:103 (Aged 25-34 - Inactive : All People ),36200
Northern Ireland,2020-09,T01:106 (Aged 35-49 - All : All People ),361100
Northern Ireland,2020-09,T01:124 (Aged 35-49 - Inactive : All People ),58800
Northern Ireland,2020-09,T01:127 (Aged 50+ - All : All People ),669600
Northern Ireland,2020-09,T01:145 (Aged 50+ - Inactive : All People ),406200
Northern Ireland,2020-09,T01:148 (Aged 50-64 - All : All People ),363600
Northern Ireland,2020-09,T01:166 (Aged 50-64 - Inactive : All People ),131300
United Kingdom,2020-12,T01:22 (Aged 16-64 - All : All People ),41369600
United Kingdom,2020-12,T01:40 (Aged 16-64 - Inactive : All People ),8756500
United Kingdom,2020-12,T01:43 (Aged 16-19 - All : All People ),2840400
United Kingdom,2020-12,T01:61 (Aged 16-19 - Inactive : All People ),1688000
United Kingdom,2020-12,T01:64 (Aged 20-24 - All : All People ),4013800
United Kingdom,2020-12,T01:82 (Aged 20-24 - Inactive : All People ),1020300
United Kingdom,2020-12,T01:85 (Aged 25-34 - All : All People ),8937300
United Kingdom,2020-12,T01:103 (Aged 25-34 - Inactive : All People ),1102600
United Kingdom,2020-12,T01:106 (Aged 35-49 - All : All People ),12701500
United Kingdom,2020-12,T01:124 (Aged 35-49 - Inactive : All People ),1600800
United Kingdom,2020-12,T01:127 (Aged 50+ - All : All People ),25011500
United Kingdom,2020-12,T01:145 (Aged 50+ - Inactive : All People ),14173700
United Kingdom,2020-12,T01:148 (Aged 50-64 - All : All People ),12876600
United Kingdom,2020-12,T01:166 (Aged 50-64 - Inactive : All People ),3344800
England,2020-12,T01:22 (Aged 16-64 - All : All People ),34858500
England,2020-12,T01:40 (Aged 16-64 - Inactive : All People ),7167000
England,2020-12,T01:43 (Aged 16-19 - All : All People ),2399400
England,2020-12,T01:61 (Aged 16-19 - Inactive : All People ),1409300
England,2020-12,T01:64 (Aged 20-24 - All : All People ),3363500
England,2020-12,T01:82 (Aged 20-24 - Inactive : All People ),840500
England,2020-12,T01:85 (Aged 25-34 - All : All People ),7549400
England,2020-12,T01:103 (Aged 25-34 - Inactive : All People ),902100
England,2020-12,T01:106 (Aged 35-49 - All : All People ),10786200
England,2020-12,T01:124 (Aged 35-49 - Inactive : All People ),1314500
England,2020-12,T01:127 (Aged 50+ - All : All People ),20899000
England,2020-12,T01:145 (Aged 50+ - Inactive : All People ),11721300
England,2020-12,T01:148 (Aged 50-64 - All : All People ),10760000
England,2020-12,T01:166 (Aged 50-64 - Inactive : All People ),2700600
Wales,2020-12,T01:22 (Aged 16-64 - All : All People ),1907900
Wales,2020-12,T01:40 (Aged 16-64 - Inactive : All People ),466000
Wales,2020-12,T01:43 (Aged 16-19 - All : All People ),134300
Wales,2020-12,T01:61 (Aged 16-19 - Inactive : All People ),82700
Wales,2020-12,T01:64 (Aged 20-24 - All : All People ),201800
Wales,2020-12,T01:82 (Aged 20-24 - Inactive : All People ),64300
Wales,2020-12,T01:85 (Aged 25-34 - All : All People ),399400
Wales,2020-12,T01:103 (Aged 25-34 - Inactive : All People ),57500
Wales,2020-12,T01:106 (Aged 35-49 - All : All People ),544600
Wales,2020-12,T01:124 (Aged 35-49 - Inactive : All People ),75800
Wales,2020-12,T01:127 (Aged 50+ - All : All People ),1275500
Wales,2020-12,T01:145 (Aged 50+ - Inactive : All People ),767600
Wales,2020-12,T01:148 (Aged 50-64 - All : All People ),627800
Wales,2020-12,T01:166 (Aged 50-64 - Inactive : All People ),185700
Scotland,2020-12,T01:22 (Aged 16-64 - All : All People ),3436800
Scotland,2020-12,T01:40 (Aged 16-64 - Inactive : All People ),797300
Scotland,2020-12,T01:43 (Aged 16-19 - All : All People ),219700
Scotland,2020-12,T01:61 (Aged 16-19 - Inactive : All People ),138100
Scotland,2020-12,T01:64 (Aged 20-24 - All : All People ),337000
Scotland,2020-12,T01:82 (Aged 20-24 - Inactive : All People ),84100
Scotland,2020-12,T01:85 (Aged 25-34 - All : All People ),745900
Scotland,2020-12,T01:103 (Aged 25-34 - Inactive : All People ),102000
Scotland,2020-12,T01:106 (Aged 35-49 - All : All People ),1009900
Scotland,2020-12,T01:124 (Aged 35-49 - Inactive : All People ),150300
Scotland,2020-12,T01:127 (Aged 50+ - All : All People ),2164900
Scotland,2020-12,T01:145 (Aged 50+ - Inactive : All People ),1271600
Scotland,2020-12,T01:148 (Aged 50-64 - All : All People ),1124300
Scotland,2020-12,T01:166 (Aged 50-64 - Inactive : All People ),322800
Northern Ireland,2020-12,T01:22 (Aged 16-64 - All : All People ),1166400
Northern Ireland,2020-12,T01:40 (Aged 16-64 - Inactive : All People ),326100
Northern Ireland,2020-12,T01:43 (Aged 16-19 - All : All People ),87000
Northern Ireland,2020-12,T01:61 (Aged 16-19 - Inactive : All People ),57900
Northern Ireland,2020-12,T01:64 (Aged 20-24 - All : All People ),111500
Northern Ireland,2020-12,T01:82 (Aged 20-24 - Inactive : All People ),31400
Northern Ireland,2020-12,T01:85 (Aged 25-34 - All : All People ),242500
Northern Ireland,2020-12,T01:103 (Aged 25-34 - Inactive : All People ),40900
Northern Ireland,2020-12,T01:106 (Aged 35-49 - All : All People ),360800
Northern Ireland,2020-12,T01:124 (Aged 35-49 - Inactive : All People ),60200
Northern Ireland,2020-12,T01:127 (Aged 50+ - All : All People ),672000
Northern Ireland,2020-12,T01:145 (Aged 50+ - Inactive : All People ),413200
Northern Ireland,2020-12,T01:148 (Aged 50-64 - All : All People ),364600
Northern Ireland,2020-12,T01:166 (Aged 50-64 - Inactive : All People ),135900
United Kingdom,2021-03,T01:22 (Aged 16-64 - All : All People ),41361300
United Kingdom,2021-03,T01:40 (Aged 16-64 - Inactive : All People ),8877800
United Kingdom,2021-03,T01:43 (Aged 16-19 - All : All People ),2847400
United Kingdom,2021-03,T01:61 (Aged 16-19 - Inactive : All People ),1773000
United Kingdom,2021-03,T01:64 (Aged 20-24 - All : All People ),3993500
United Kingdom,2021-03,T01:82 (Aged 20-24 - Inactive : All People ),1003300
United Kingdom,2021-03,T01:85 (Aged 25-34 - All : All People ),8926600
United Kingdom,2021-03,T01:103 (Aged 25-34 - Inactive : All People ),1093500
United Kingdom,2021-03,T01:106 (Aged 35-49 - All : All People ),12685900
United Kingdom,2021-03,T01:124 (Aged 35-49 - Inactive : All People ),1619000
United Kingdom,2021-03,T01:127 (Aged 50+ - All : All People ),25084900
United Kingdom,2021-03,T01:145 (Aged 50+ - Inactive : All People ),14291300
United Kingdom,2021-03,T01:148 (Aged 50-64 - All : All People ),12907800
United Kingdom,2021-03,T01:166 (Aged 50-64 - Inactive : All People ),3389000
England,2021-03,T01:22 (Aged 16-64 - All : All People ),34856600
England,2021-03,T01:40 (Aged 16-64 - Inactive : All People ),7263500
England,2021-03,T01:43 (Aged 16-19 - All : All People ),2405900
England,2021-03,T01:61 (Aged 16-19 - Inactive : All People ),1480000
England,2021-03,T01:64 (Aged 20-24 - All : All People ),3347400
England,2021-03,T01:82 (Aged 20-24 - Inactive : All People ),830600
England,2021-03,T01:85 (Aged 25-34 - All : All People ),7540500
England,2021-03,T01:103 (Aged 25-34 - Inactive : All People ),887200
England,2021-03,T01:106 (Aged 35-49 - All : All People ),10774100
England,2021-03,T01:124 (Aged 35-49 - Inactive : All People ),1328300
England,2021-03,T01:127 (Aged 50+ - All : All People ),20963500
England,2021-03,T01:145 (Aged 50+ - Inactive : All People ),11822500
England,2021-03,T01:148 (Aged 50-64 - All : All People ),10788800
England,2021-03,T01:166 (Aged 50-64 - Inactive : All People ),2737400
Wales,2021-03,T01:22 (Aged 16-64 - All : All People ),1905200
Wales,2021-03,T01:40 (Aged 16-64 - Inactive : All People ),471400
Wales,2021-03,T01:43 (Aged 16-19 - All : All People ),134400
Wales,2021-03,T01:61 (Aged 16-19 - Inactive : All People ),89000
Wales,2021-03,T01:64 (Aged 20-24 - All : All People ),200700
Wales,2021-03,T01:82 (Aged 20-24 - Inactive : All People ),61300
Wales,2021-03,T01:85 (Aged 25-34 - All : All People ),398400
Wales,2021-03,T01:103 (Aged 25-34 - Inactive : All People ),58500
Wales,2021-03,T01:106 (Aged 35-49 - All : All People ),542900
Wales,2021-03,T01:124 (Aged 35-49 - Inactive : All People ),77500
Wales,2021-03,T01:127 (Aged 50+ - All : All People ),1278100
Wales,2021-03,T01:145 (Aged 50+ - Inactive : All People ),770800
Wales,2021-03,T01:148 (Aged 50-64 - All : All People ),628800
Wales,2021-03,T01:166 (Aged 50-64 - Inactive : All People ),185100
Scotland,2021-03,T01:22 (Aged 16-64 - All : All People ),3433900
Scotland,2021-03,T01:40 (Aged 16-64 - Inactive : All People ),808200
Scotland,2021-03,T01:43 (Aged 16-19 - All : All People ),220000
Scotland,2021-03,T01:61 (Aged 16-19 - Inactive : All People ),141200
Scotland,2021-03,T01:64 (Aged 20-24 - All : All People ),334600
Scotland,2021-03,T01:82 (Aged 20-24 - Inactive : All People ),78200
Scotland,2021-03,T01:85 (Aged 25-34 - All : All People ),745900
Scotland,2021-03,T01:103 (Aged 25-34 - Inactive : All People ),106300
Scotland,2021-03,T01:106 (Aged 35-49 - All : All People ),1008500
Scotland,2021-03,T01:124 (Aged 35-49 - Inactive : All People ),153400
Scotland,2021-03,T01:127 (Aged 50+ - All : All People ),2169200
Scotland,2021-03,T01:145 (Aged 50+ - Inactive : All People ),1279500
Scotland,2021-03,T01:148 (Aged 50-64 - All : All People ),1124900
Scotland,2021-03,T01:166 (Aged 50-64 - Inactive : All People ),329100
Northern Ireland,2021-03,T01:22 (Aged 16-64 - All : All People ),1165600
Northern Ireland,2021-03,T01:40 (Aged 16-64 - Inactive : All People ),334700
Northern Ireland,2021-03,T01:43 (Aged 16-19 - All : All People ),87100
Northern Ireland,2021-03,T01:61 (Aged 16-19 - Inactive : All People ),62800
Northern Ireland,2021-03,T01:64 (Aged 20-24 - All : All People ),111000
Northern Ireland,2021-03,T01:82 (Aged 20-24 - Inactive : All People ),33300
Northern Ireland,2021-03,T01:85 (Aged 25-34 - All : All People ),241800
Northern Ireland,2021-03,T01:103 (Aged 25-34 - Inactive : All People ),41400
Northern Ireland,2021-03,T01:106 (Aged 35-49 - All : All People ),360400
Northern Ireland,2021-03,T01:124 (Aged 35-49 - Inactive : All People ),59800
Northern Ireland,2021-03,T01:127 (Aged 50+ - All : All People ),674200
Northern Ireland,2021-03,T01:145 (Aged 50+ - Inactive : All People ),418500
Northern Ireland,2021-03,T01:148 (Aged 50-64 - All : All People ),365300
Northern Ireland,2021-03,T01:166 (Aged 50-64 - Inactive : All People ),137400
United Kingdom,2021-06,T01:22 (Aged 16-64 - All : All People ),41364000
United Kingdom,2021-06,T01:40 (Aged 16-64 - Inactive : All People ),8989300
United Kingdom,2021-06,T01:43 (Aged 16-19 - All : All People ),2854900
United Kingdom,2021-06,T01:61 (Aged 16-19 - Inactive : All People ),1822100
United Kingdom,2021-06,T01:64 (Aged 20-24 - All : All People ),3974200
United Kingdom,2021-06,T01:82 (Aged 20-24 - Inactive : All People ),1037500
United Kingdom,2021-06,T01:85 (Aged 25-34 - All : All People ),8919000
United Kingdom,2021-06,T01:103 (Aged 25-34 - Inactive : All People ),1101900
United Kingdom,2021-06,T01:106 (Aged 35-49 - All : All People ),12673800
United Kingdom,2021-06,T01:124 (Aged 35-49 - Inactive : All People ),1608200
United Kingdom,2021-06,T01:127 (Aged 50+ - All : All People ),25166000
United Kingdom,2021-06,T01:145 (Aged 50+ - Inactive : All People ),14356700
United Kingdom,2021-06,T01:148 (Aged 50-64 - All : All People ),12942000
United Kingdom,2021-06,T01:166 (Aged 50-64 - Inactive : All People ),3419600
England,2021-06,T01:22 (Aged 16-64 - All : All People ),34862500
England,2021-06,T01:40 (Aged 16-64 - Inactive : All People ),7371400
England,2021-06,T01:43 (Aged 16-19 - All : All People ),2413200
England,2021-06,T01:61 (Aged 16-19 - Inactive : All People ),1532800
England,2021-06,T01:64 (Aged 20-24 - All : All People ),3332100
England,2021-06,T01:82 (Aged 20-24 - Inactive : All People ),858300
England,2021-06,T01:85 (Aged 25-34 - All : All People ),7532800
England,2021-06,T01:103 (Aged 25-34 - Inactive : All People ),899100
England,2021-06,T01:106 (Aged 35-49 - All : All People ),10764800
England,2021-06,T01:124 (Aged 35-49 - Inactive : All People ),1307500
England,2021-06,T01:127 (Aged 50+ - All : All People ),21033100
England,2021-06,T01:145 (Aged 50+ - Inactive : All People ),11886000
England,2021-06,T01:148 (Aged 50-64 - All : All People ),10819700
England,2021-06,T01:166 (Aged 50-64 - Inactive : All People ),2773700
Wales,2021-06,T01:22 (Aged 16-64 - All : All People ),1904600
Wales,2021-06,T01:40 (Aged 16-64 - Inactive : All People ),467500
Wales,2021-06,T01:43 (Aged 16-19 - All : All People ),134500
Wales,2021-06,T01:61 (Aged 16-19 - Inactive : All People ),87700
Wales,2021-06,T01:64 (Aged 20-24 - All : All People ),199500
Wales,2021-06,T01:82 (Aged 20-24 - Inactive : All People ),58100
Wales,2021-06,T01:85 (Aged 25-34 - All : All People ),398800
Wales,2021-06,T01:103 (Aged 25-34 - Inactive : All People ),54600
Wales,2021-06,T01:106 (Aged 35-49 - All : All People ),541600
