index,label
S2404_C03_021E,"Percent Male!!Full-time, year-round civilian employed population 16 years and over!!Educational services, and health care and social assistance:!!Educational services"
S2802_C04_010E,Without an Internet Subscription!!With a computer!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone
S0103_C01_055E,"Total!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Native"
S0502_C03_046E,Foreign born; Entered 2000 to 2009!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school
S0102PR_C01_064E,Total!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English
S2404_C03_020E,"Percent Male!!Full-time, year-round civilian employed population 16 years and over!!Educational services, and health care and social assistance:"
S0103_C01_054E,"Total!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population"
S0502_C03_043E,"Foreign born; Entered 2000 to 2009!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"
S0102PR_C01_065E,"Total!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than ""very well"""
S2404_C03_023E,"Percent Male!!Full-time, year-round civilian employed population 16 years and over!!Arts, entertainment, and recreation, and accommodation and food services:"
S1701_C02_002E,Below poverty level!!Population for whom poverty status is determined!!AGE!!Under 18 years
S2802_C04_012E,Without an Internet Subscription!!With a computer!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)
S0103_C01_053E,Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Abroad
S0502_C03_044E,Foreign born; Entered 2000 to 2009!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades K-8)
S0102PR_C01_066E,Total!!EMPLOYMENT STATUS!!Population 16 years and over
S1701_C02_001E,Below poverty level!!Population for whom poverty status is determined
S2404_C03_022E,"Percent Male!!Full-time, year-round civilian employed population 16 years and over!!Educational services, and health care and social assistance:!!Health care and social assistance"
S2802_C04_011E,Without an Internet Subscription!!With a computer!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races
S0103_C01_052E,Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the United States!!Different county!!Different state
S1502_C04_001E,Percent Male!!Total population 25 years and over with a Bachelor's degree or higher
S0505_C02_113E,Foreign born; Born in Asia!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!100 to 199 percent of the poverty level
S0505_C02_112E,Foreign born; Born in Asia!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!Below 100 percent of the poverty level
S0505_C02_111E,Foreign born; Born in Asia!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined
S1702_C05_030E,"Total!!Female householder, no spouse present!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 own children of the householder"
S0505_C02_110E,Foreign born; Born in Asia!!INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!Average number of workers per household
S0505_C02_117E,Foreign born; Born in Asia!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children of the householder under 5 years only
S0505_C02_116E,Foreign born; Born in Asia!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children of the householder under 18 years
S0505_C02_115E,Foreign born; Born in Asia!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families
S0505_C02_114E,Foreign born; Born in Asia!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!At or above 200 percent of the poverty level
S1902_C01_002E,Number!!HOUSEHOLD INCOME!!All households!!With earnings
S1002_C01_031E,Total!!PERCENT ALLOCATED!!Grandparents living with grandchildren
S1811_C03_041E,No Disability!!EDUCATIONAL ATTAINMENT!!Population Age 25 and Over!!High school graduate (includes equivalency)
S1902_C01_001E,Number!!HOUSEHOLD INCOME!!All households
S1002_C01_030E,Total!!HOUSEHOLDS!!Households!!With grandparents living with grandchildren
S1811_C03_042E,No Disability!!EDUCATIONAL ATTAINMENT!!Population Age 25 and Over!!Some college or associate's degree
S0902_C02_009E,"White alone, not Hispanic or Latino!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Female!!Ever married"
S1811_C03_043E,No Disability!!EDUCATIONAL ATTAINMENT!!Population Age 25 and Over!!Bachelor's degree or higher
S0103_C01_029E,Total!!MARITAL STATUS!!Population 15 years and over!!Widowed
S1902_C01_004E,Number!!HOUSEHOLD INCOME!!All households!!With earnings!!With self-employment income
S0902_C02_008E,"White alone, not Hispanic or Latino!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Female"
S1811_C03_044E,No Disability!!EARNINGS IN PAST 12 MONTHS (IN 2022 INFLATION ADJUSTED DOLLARS)!!Population Age 16 and over with earnings
S2603_C04_001E,Nursing facilities/skilled nursing facilities!!Total population
S0103_C01_028E,"Total!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated"
S1902_C01_003E,Number!!HOUSEHOLD INCOME!!All households!!With earnings!!With wages or salary income
S2601A_C01_101E,Total population!!INCOME AND BENEFITS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Mean earnings (dollars):!!Male
S2602_C01_006E,Total population!!Total population!!SEX AND AGE!!18 to 24 years
S2603_C04_002E,Nursing facilities/skilled nursing facilities!!Total population!!SEX AND AGE!!Male
S1902_C01_006E,Number!!HOUSEHOLD INCOME!!All households!!With Social Security income
S2601A_C01_102E,Total population!!INCOME AND BENEFITS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Mean earnings (dollars):!!Female
S2603_C04_003E,Nursing facilities/skilled nursing facilities!!Total population!!SEX AND AGE!!Female
S2602_C01_007E,Total population!!Total population!!SEX AND AGE!!25 to 34 years
S1902_C01_005E,"Number!!HOUSEHOLD INCOME!!All households!!With interest, dividends, or net rental income"
S2603_C04_004E,Nursing facilities/skilled nursing facilities!!Total population!!SEX AND AGE!!Under 15 years
S2602_C01_008E,Total population!!Total population!!SEX AND AGE!!35 to 44 years
S1902_C01_008E,Number!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP
S2601A_C01_100E,Total population!!INCOME AND BENEFITS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Individuals!!With earnings:!!Female
S2603_C04_005E,Nursing facilities/skilled nursing facilities!!Total population!!SEX AND AGE!!15 to 17 years
S1811_C03_040E,No Disability!!EDUCATIONAL ATTAINMENT!!Population Age 25 and Over!!Less than high school graduate
S2602_C01_009E,Total population!!Total population!!SEX AND AGE!!45 to 54 years
S1902_C01_007E,Number!!HOUSEHOLD INCOME!!All households!!With Supplemental Security Income (SSI)
S2601A_C01_105E,Total population!!INCOME AND BENEFITS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Individuals!!With Food Stamp/SNAP benefits
S2603_C04_006E,Nursing facilities/skilled nursing facilities!!Total population!!SEX AND AGE!!18 to 24 years
S0804_C03_043E,"Car, truck, or van -- carpooled!!Workers 16 years and over!!OCCUPATION!!Management, business, science, and arts occupations"
S0103_C01_023E,Total!!HOUSEHOLDS BY TYPE!!Households!!Family households!!Married-couple family
S2601A_C01_106E,Total population!!POVERTY RATES FOR PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people
S2503_C05_020E,"Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$2,000 to $2,499"
S0804_C03_042E,"Car, truck, or van -- carpooled!!Workers 16 years and over"
S2603_C04_007E,Nursing facilities/skilled nursing facilities!!Total population!!SEX AND AGE!!25 to 34 years
S0103_C01_022E,Total!!HOUSEHOLDS BY TYPE!!Households!!Family households
S2503_C05_021E,"Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$2,500 to $2,999"
S2601A_C01_107E,Total population!!POVERTY RATES FOR PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!18 years and over
S2601A_C01_103E,Total population!!INCOME AND BENEFITS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Median earnings (dollars):!!Male
S0804_C03_041E,"Car, truck, or van -- carpooled!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!At or above 150 percent of the poverty level"
S2603_C04_008E,Nursing facilities/skilled nursing facilities!!Total population!!SEX AND AGE!!35 to 44 years
S0103_C01_021E,Total!!HOUSEHOLDS BY TYPE!!Households
S2503_C05_022E,"Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$3,000 or more"
S2601A_C01_104E,Total population!!INCOME AND BENEFITS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Median earnings (dollars):!!Female
S1703_C01_001E,Total!!Population for whom poverty status is determined
S0804_C03_040E,"Car, truck, or van -- carpooled!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!100 to 149 percent of the poverty level"
S2603_C04_009E,Nursing facilities/skilled nursing facilities!!Total population!!SEX AND AGE!!45 to 54 years
S0103_C01_020E,Total!!RELATIONSHIP!!Population in households!!Nonrelatives!!Unmarried partner
S2503_C05_023E,Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!No cash rent
S1703_C01_002E,Total!!Population for whom poverty status is determined!!SEX!!Male
S0103_C01_027E,Total!!MARITAL STATUS!!Population 15 years and over
S2503_C05_024E,Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!Median (dollars)
S2503_C05_025E,"Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000"
S1703_C01_003E,Total!!Population for whom poverty status is determined!!SEX!!Female
S2801_C01_009E,Total!!Total households!!TYPES OF COMPUTER!!Has one or more types of computing devices:!!Other computer
S0103_C01_026E,Total!!HOUSEHOLDS BY TYPE!!Households!!Nonfamily households!!Householder living alone
S2503_C05_026E,"Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000!!Less than 20 percent"
S1703_C01_004E,Total!!Population for whom poverty status is determined!!AGE!!Under 18 years
S2601A_C01_108E,Total population!!POVERTY RATES FOR PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!18 to 64 years
S0504_C02_001E,Foreign born; Born in Africa!!Foreign-born population
S0103_C01_025E,Total!!HOUSEHOLDS BY TYPE!!Households!!Nonfamily households
S2503_C05_027E,"Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000!!20 to 29 percent"
S1703_C01_005E,Total!!Population for whom poverty status is determined!!AGE!!Under 18 years!!Related children of householder under 18 years
S2601A_C01_109E,Total population!!POVERTY RATES FOR PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!65 years and over
S0103_C01_024E,"Total!!HOUSEHOLDS BY TYPE!!Households!!Family households!!Female householder, no spouse present, family"
S0504_C02_003E,Foreign born; Born in Africa!!Foreign-born population!!CITIZENSHIP AND PERIOD OF ENTRY!!Naturalized citizen!!Entered 2010 or later
S2503_C05_016E,Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$500 to $799
S0505_C02_141E,Foreign born; Born in Asia!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent
S2602PR_C01_058E,Total population!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different address in Puerto Rico or the United States!!In the United States
S2801_C01_018E,Total!!Total households!!TYPE OF INTERNET SUBSCRIPTIONS!!With an Internet subscription:!!Broadband of any type!!Satellite Internet service
S1703_C01_006E,Total!!Population for whom poverty status is determined!!AGE!!18 to 64 years
S2503_C05_017E,Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$800 to $999
S2602PR_C01_059E,Total population!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Elsewhere
S0505_C02_140E,Foreign born; Born in Asia!!Owner-occupied housing units
S2801_C01_017E,"Total!!Total households!!TYPE OF INTERNET SUBSCRIPTIONS!!With an Internet subscription:!!Broadband of any type!!Broadband such as cable, fiber optic or DSL"
S1703_C01_007E,Total!!Population for whom poverty status is determined!!AGE!!65 years and over
S0504_C02_002E,Foreign born; Born in Africa!!Foreign-born population!!CITIZENSHIP AND PERIOD OF ENTRY!!Naturalized citizen
S2503_C05_018E,"Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$1,000 to $1,499"
S0504_C02_005E,Foreign born; Born in Africa!!Foreign-born population!!CITIZENSHIP AND PERIOD OF ENTRY!!Naturalized citizen!!Entered before 2000
S0804_C03_049E,"Car, truck, or van -- carpooled!!Workers 16 years and over!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
S1703_C01_008E,Total!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race
S2503_C05_019E,"Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$1,500 to $1,999"
S0504_C02_004E,Foreign born; Born in Africa!!Foreign-born population!!CITIZENSHIP AND PERIOD OF ENTRY!!Naturalized citizen!!Entered 2000 to 2009
S0804_C03_048E,"Car, truck, or van -- carpooled!!Workers 16 years and over!!OCCUPATION!!Military specific occupations"
S2801_C01_019E,Total!!Total households!!TYPE OF INTERNET SUBSCRIPTIONS!!Without an Internet subscription
S1703_C01_009E,Total!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White
S0504_C02_007E,Foreign born; Born in Africa!!Foreign-born population!!CITIZENSHIP AND PERIOD OF ENTRY!!Not a citizen!!Entered 2010 or later
S2602PR_C01_054E,Total population!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different address in Puerto Rico or the United States
S2801_C01_014E,Total!!Total households!!TYPE OF INTERNET SUBSCRIPTIONS!!With an Internet subscription:!!Broadband of any type
S0804_C03_047E,"Car, truck, or van -- carpooled!!Workers 16 years and over!!OCCUPATION!!Production, transportation, and material moving occupations"
S0505_C02_145E,Foreign born; Born in Asia!!Renter-occupied housing units!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more
S0504_C02_006E,Foreign born; Born in Africa!!Foreign-born population!!CITIZENSHIP AND PERIOD OF ENTRY!!Not a citizen
S2602PR_C01_055E,Total population!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different address in Puerto Rico or the United States!!In Puerto Rico
S0505_C02_144E,Foreign born; Born in Asia!!Renter-occupied housing units!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent
S2801_C01_013E,Total!!Total households!!TYPE OF INTERNET SUBSCRIPTIONS!!With an Internet subscription:!!Dial-up with no other type of Internet subscription
S0804_C03_046E,"Car, truck, or van -- carpooled!!Workers 16 years and over!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
